"id","ratedate","ratecontent","color","size","platform","color_info","size_num","size_letter"
29,"2018-10-18 21:21:25",大小合适，穿着很舒服，很喜欢，赶上活动，很划算，,粉色,"85B",京东,粉色,"85",B
30,"2018-07-24 21:15:43",宝贝收到了，衣服还行，就是有味，都说好。结果买来还是不咋的，这是都市丽人得牌子吗,粉色,"85B",京东,粉色,"85",B
31,"2018-10-04 09:02:56",第二次购买了，不错哦，很好穿?,XJ7305-有钢圈-牙白色,"40C/90C",京东,白色,"90",C
32,"2018-10-04 06:09:29",穿着舒适，颜色漂亮，样式很喜欢，送货快,XJ8501-无钢圈-粉灰,"38B/85B",京东,灰色,"85",B
33,"2018-10-03 22:29:51",一直都穿这个牌子的内衣，还不错，就是没图片颜色靓丽，总体来说还好吧,XJ7305-有钢圈-粉灰,"36B/80B",京东,灰色,"80",B
34,"2018-10-03 22:25:26",做活动买的，质量很好，就是颜色太淡了，没图片颜色靓丽，总体来说还不错,XJ7305-有钢圈-风悦灰,"36B/80B",京东,灰色,"80",B
35,"2018-10-03 17:43:28",很好.下次再买,XJ8501-无钢圈-棕色,"36D/80D",京东,棕色,"80",D
36,"2018-10-03 10:00:53",一直以来信任京东，买的商品很满意。强烈推荐大家购买。,XJ7305-有钢圈-风悦灰,"36B/80B",京东,灰色,"80",B
37,"2018-10-03 07:34:14",很漂亮的内衣，还没穿，感觉很不错,XJ8507-无钢圈-风悦灰,"34B/75B",京东,灰色,"75",B
38,"2018-10-03 07:09:48",欧迪芬文胸挺好的,XJ8501-无钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
39,"2018-10-03 07:09:48",欧迪芬文胸挺好的,XJ7305-有钢圈-棕色,"38C/85C",京东,棕色,"85",C
40,"2018-10-03 07:09:48",欧迪芬文胸挺好的,XJ7305-有钢圈-粉灰,"38C/85C",京东,灰色,"85",C
41,"2018-10-05 21:06:54",东西真心不错，穿上非常舒适，喜欢她家的品牌,XJ8501-无钢圈-粉灰,"38C/85C",京东,灰色,"85",C
42,"2018-10-05 15:37:21",宝贝收到了，老婆很喜欢，穿着也合身，下次还会继续买的。,XJ8501-无钢圈-风悦灰,"34D/75D",京东,灰色,"75",D
43,"2018-10-05 15:37:09",宝贝收到了，老婆很喜欢，穿着也合身，下次还会继续买的。,XJ8501-无钢圈-粉灰,"34C/75C",京东,灰色,"75",C
44,"2018-10-05 15:36:43",宝贝收到了，老婆很喜欢，穿着也合身，下次还会继续买的。,XJ8507-无钢圈-粉灰,"34C/75C",京东,灰色,"75",C
45,"2018-10-05 15:06:34",买大了，正在联系客服调换，谢谢售后，服务热情,XJ7305-有钢圈-中国红,"36C/80C",京东,红色,"80",C
46,"2018-10-05 12:49:39",宝贝很不错！一如既往地支持！,XJ8507-无钢圈-粉灰,"38C/85C",京东,灰色,"85",C
47,"2018-10-05 07:08:48",质量很好，性价比远超其他。,XJ7305-有钢圈-风悦灰,"40C/90C",京东,灰色,"90",C
48,"2018-10-05 07:08:40",质量很好，性价比远超其他。,XJ7305-有钢圈-棕色,"40C/90C",京东,棕色,"90",C
49,"2018-10-05 01:53:16",不够聚拢,XJ7305-有钢圈-黑色,"38C/85C",京东,黑色,"85",C
50,"2018-10-04 09:36:12",很好！没有让我失望，以后还来买！搞活动特合适！,XJ7305-有钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
51,"2018-10-06 08:56:38",?很好，很舒服，给赞一个。,XJ7305-有钢圈-风悦灰,"36B/80B",京东,灰色,"80",B
52,"2018-10-06 08:56:28",?很好，很舒服，给赞一个。,XJ8507-无钢圈中国红,"36B/80B",京东,红色,"80",B
53,"2018-10-06 08:21:23",挺好的，有活动挺划算的,XJ7305-有钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
54,"2018-10-06 07:26:08",一直穿的都是这个牌子，第一次在网上购买！不错，看着是正品。夏天不会太热，比较薄，里面是纯棉的，外边是蕾丝边。好看。,XJ7305-有钢圈-牙白色,"36B/80B",京东,白色,"80",B
55,"2018-10-06 01:30:20",搞活动买价格优惠，和商场买的类似款质量差不太多,XJ7305-有钢圈-粉灰,"36C/80C",京东,灰色,"80",C
56,"2018-10-06 01:30:03",搞活动买价格优惠，和商场买的类似款质量差不太多,XJ7305-有钢圈-牙白色,"40B/90B",京东,白色,"90",B
57,"2018-10-06 01:29:40",搞活动买价格优惠，和商场买的类似款质量差不太多,XJ7305-有钢圈-黑色,"40B/90B",京东,黑色,"90",B
58,"2018-10-05 21:36:11",有些大了,XJ7305-有钢圈-黑色,"36E/80E",京东,黑色,"80",E
59,"2018-10-05 21:07:07",东西真心不错，给家里老人使用的，老人非常的满意,XJ7305-有钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
60,"2018-10-05 21:07:02",东西真心不错，给家里老人使用的，老人非常的满意,XJ7305-有钢圈-粉灰,"38C/85C",京东,灰色,"85",C
61,"2018-10-06 21:46:06",还不错，多次光顾店家了，性价比高。,XJ7305-有钢圈-粉灰,"36C/80C",京东,灰色,"80",C
62,"2018-10-06 18:22:45",质量很好，价格合适，卖家服务态度很好。,XJ7305-有钢圈-风悦灰,"36D/80D",京东,灰色,"80",D
63,"2018-10-06 18:22:33",质量很好，价格合适，卖家服务态度很好。,XJ7305-有钢圈-棕色,"36D/80D",京东,棕色,"80",D
64,"2018-10-06 18:20:50",质量很好，价格合适，卖家服务态度很好。,XJ7305-有钢圈-粉灰,"36D/80D",京东,灰色,"80",D
65,"2018-10-06 17:03:08",买了几个，觉得不贵，质量也不错，收藏了以后还来买，希望优惠更多,XJ8507-无钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
66,"2018-10-06 17:03:08",买了几个，觉得不贵，质量也不错，收藏了以后还来买，希望优惠更多,XJ8501-无钢圈-粉灰,"36B/80B",京东,灰色,"80",B
67,"2018-10-06 16:17:58",非常喜欢，是正品，活动力度大，不错！还会继续关注！,XJ7305-有钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
68,"2018-10-06 11:22:06",很舒服，买了两件！！！！！！！！,XJ7305-有钢圈-黑色,"38C/85C",京东,黑色,"85",C
69,"2018-10-06 11:19:05",穿的很舒服！马上再入手一件！！！,XJ7305-有钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
70,"2018-10-06 10:12:00",这个还好吧，但是味道有点大，洗了还是味道重，没问题吧？,XJ8501-无钢圈-粉灰,"34B/75B",京东,灰色,"75",B
71,"2018-10-08 08:47:54",很合适，质量也很好，下次还会买的,XJ8507-无钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
72,"2018-10-07 17:50:52",很喜欢这几款内衣，遇到活动很划算&hellip;&hellip;&hellip;&hellip;,XJ7305-有钢圈-风悦灰,"34C/75C",京东,灰色,"75",C
73,"2018-10-07 15:16:43",不错，非常舒适,XJ7305-有钢圈-风悦灰,"36B/80B",京东,灰色,"80",B
74,"2018-10-07 13:18:11",活动买的 感觉没有图片上的好 有点失望,XJ7305-有钢圈-粉灰,"38D/85D",京东,灰色,"85",D
75,"2018-10-07 10:10:43",内衣很好，下次还会回购，质量不错,XJ7305-有钢圈-粉灰,"40C/90C",京东,灰色,"90",C
76,"2018-10-07 10:10:26",内衣很好，下次还会回购，质量不错,XJ7305-有钢圈-风悦灰,"40C/90C",京东,灰色,"90",C
77,"2018-10-07 09:37:21",家里好多东西都上京东商城购买，送货快价格又便宜，搞活动时买的，好评。,XJ8507-无钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
78,"2018-10-07 06:55:07",物流很快，东西很好，穿着舒服。,XJ7305-有钢圈-黑色,"38C/85C",京东,黑色,"85",C
79,"2018-10-06 21:46:24",还不错，多次光顾店家了，性价比高。,XJ7305-有钢圈-风悦灰,"36C/80C",京东,灰色,"80",C
80,"2018-10-06 21:46:18",还不错，多次光顾店家了，性价比高。,XJ7305-有钢圈-棕色,"36C/80C",京东,棕色,"80",C
81,"2018-10-09 18:52:15",物流快，穿着挺舒适的，是我想要的款式，一直在欧迪芬买，赶上有活动更划算,XJ7305-有钢圈-黑色,"36D/80D",京东,黑色,"80",D
82,"2018-10-09 18:40:26",收到了物流很给力，总买欧迪芬的，赶上活动买还是挺划算的。穿上感觉也不错，是想要的款,XJ7305-有钢圈-棕色,"36D/80D",京东,棕色,"80",D
83,"2018-10-09 14:38:51",还买了个红色，肩带外有一层蕾丝不是跟肩带一体的，穿得时候费工夫。,XJ7305-有钢圈-风悦灰,"36C/80C",京东,灰色,"80",C
84,"2018-10-09 14:38:03",明年本命年，买个红色，还没穿，买了同款灰色，肩带外有一层蕾丝不是跟肩带一体的，穿得时候费工夫。,XJ8507-无钢圈中国红,"36C/80C",京东,红色,"80",C
85,"2018-10-09 13:54:10",大牌质量放心，面料舒服,XJ7305-有钢圈-风悦灰,"36B/80B",京东,灰色,"80",B
86,"2018-10-09 13:40:29",不错,XJ7305-有钢圈-黑色,"36C/80C",京东,黑色,"80",C
87,"2018-10-09 13:13:46",第一次京东买这个牌子的，媳妇儿反应还不错,XJ7305-有钢圈-粉灰,"34B/75B",京东,灰色,"75",B
88,"2018-10-09 08:22:44",衣服收到了，已经穿过了，很舒服，质量很好,XJ7305-有钢圈-风悦灰,"38D/85D",京东,灰色,"85",D
89,"2018-10-08 22:00:13",还不错，挺舒服的,XJ8501-无钢圈-黑色,"38C/85C",京东,黑色,"85",C
90,"2018-10-08 13:12:06",东西挺好的,XJ7305-有钢圈-粉灰,"36D/80D",京东,灰色,"80",D
91,"2018-10-10 23:40:35",好评好评。挺好的呀,XJ8507-无钢圈-风悦灰,"36B/80B",京东,灰色,"80",B
92,"2018-10-10 14:23:56",合适,XJ7305-有钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
93,"2018-10-10 00:16:03",挺好，样子也可以，比较舒服，主要是便宜,XJ8507-无钢圈-牙白色,"38B/85B",京东,白色,"85",B
94,"2018-10-09 23:28:11",老婆喜欢比什么都有说服力！,XJ7305-有钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
95,"2018-10-09 21:29:25",还可以的，做工倒是很精致，就是罩杯似乎比一般的大一些。,XJ8507-无钢圈-风悦灰,"40B/90B",京东,灰色,"90",B
96,"2018-10-09 20:31:21",好看 好穿 还很薄 不错,XJ7305-有钢圈-牙白色,"34B/75B",京东,白色,"75",B
97,"2018-10-09 20:25:39",不错非常快，自营商品又快又好，基本不用逛街的了，省了不少时间，好好好，东西基本满意.,XJ8507-无钢圈-风悦灰,"34B/75B",京东,灰色,"75",B
98,"2018-10-09 20:14:47",无钢圈内衣偏大，很多。换货态度差，不积极对应。,XJ8507-无钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
99,"2018-10-09 20:12:37",花几百元的内衣，穿一次就掉色成这样，真是心烦。,XJ7305-有钢圈-黑色,"38C/85C",京东,黑色,"85",C
100,"2018-10-09 18:52:35",物流快，穿着挺舒适的，是我想要的款式，一直在欧迪芬买，赶上有活动更划算,XJ7305-有钢圈-粉灰,"36D/80D",京东,灰色,"80",D
101,"2018-10-14 08:56:42",这款蕾丝的还蛮舒服的，很喜欢,XJ7305-有钢圈-风悦灰,"34B/75B",京东,灰色,"75",B
102,"2018-10-13 20:36:19",非常满意，第一次购买，好下次在会光顾,XJ7305-有钢圈-风悦灰,"38D/85D",京东,灰色,"85",D
103,"2018-10-13 16:56:24",一直穿这个牌子，很好。,XJ8507-无钢圈-风悦灰,"40C/90C",京东,灰色,"90",C
104,"2018-10-13 13:53:50",这个大小合适质量不错,XJ7305-有钢圈-风悦灰,"38D/85D",京东,灰色,"85",D
105,"2018-10-13 09:42:34",很不错    真心喜欢  一口气买了3个,XJ7305-有钢圈-风悦灰,"36D/80D",京东,灰色,"80",D
106,"2018-10-13 05:33:09",肩带有两层，里面一层可调节长度的，被外层的花边束缚，无法放到最长。,XJ8501-无钢圈-粉灰,"38B/85B",京东,灰色,"85",B
107,"2018-10-11 22:38:24",东西看起来还行质量要用了才知道，换货要出来回运费,XJ7305-有钢圈-风悦灰,"34C/75C",京东,灰色,"75",C
108,"2018-10-11 22:38:10",东西看起来还行质量要用了才知道，换货要出来回运费,XJ7305-有钢圈-粉灰,"34D/75D",京东,灰色,"75",D
109,"2018-10-11 20:42:55",质量很好，穿着舒服，更划算，就是快递慢了一点。,XJ7305-有钢圈-牙白色,"38C/85C",京东,白色,"85",C
110,"2018-10-11 18:55:05",不错,XJ7305-有钢圈-风悦灰,"40B/90B",京东,灰色,"90",B
111,"2018-10-15 14:35:27",买了三个内裤，三个内衣，都很满意，喜欢喜欢,XJ8507-无钢圈-黑色,"36B/80B",京东,黑色,"80",B
112,"2018-10-15 14:21:44",之前刚上新款的时候就在店里买了一个，当时店里不打折，现在过了两年在网上买的，价格很便宜，质量是一样的。,XJ7305-有钢圈-黑色,"38C/85C",京东,黑色,"85",C
113,"2018-10-15 12:32:29",这个还行、就是买了女几次都一样、这次购买几个大小不一样好伤心,XJ7305-有钢圈-粉灰,"36D/80D",京东,灰色,"80",D
114,"2018-10-15 12:30:21",一次买了几个为什么胸罩杯大小不一样.,XJ7305-有钢圈-风悦灰,"36D/80D",京东,灰色,"80",D
115,"2018-10-15 12:28:13",买了好几次、感觉挺好的,XJ7305-有钢圈-棕色,"36D/80D",京东,棕色,"80",D
116,"2018-10-15 09:04:54",现在只穿你家内衣 舒服 谢谢店家送的收纳袋子 很实用 好评,XJ7305-有钢圈-棕色,"38C/85C",京东,棕色,"85",C
117,"2018-10-15 09:04:23",现在只穿你家内衣 舒服 谢谢店家送的收纳袋子 很实用 好评,XJ7305-有钢圈-粉灰,"38C/85C",京东,灰色,"85",C
118,"2018-10-14 19:33:49",宝贝下午收到，迫不急待的将三个胸罩都试穿了下，合适、满意，五星好评！还会继续关注,XJ7305-有钢圈-中国红,"34D/75D",京东,红色,"75",D
119,"2018-10-14 09:33:44",衣服很美 质量好，软软的，很舒服，满意,XJ8507-无钢圈中国红,"36C/80C",京东,红色,"80",C
120,"2018-10-14 09:31:16",很不错，衣服软软的，很喜欢，可以放心买,XJ8507-无钢圈-风悦灰,"34C/75C",京东,灰色,"75",C
121,"2018-10-17 10:46:26",物廉价美物流快，京东购物就是好！,XJ8507-无钢圈-粉灰,"34C/75C",京东,灰色,"75",C
122,"2018-10-17 10:40:28",还不错，一次买了三件，有优惠，价格美丽，希望质量能更美丽,XJ7305-有钢圈-中国红,"38C/85C",京东,红色,"85",C
123,"2018-10-17 10:40:21",还不错，一次买了三件，有优惠，价格美丽，希望质量能更美丽,XJ8501-无钢圈-棕色,"38C/85C",京东,棕色,"85",C
124,"2018-10-17 10:40:11",还不错，一次买了三件，有优惠，价格美丽，希望质量能更美丽,XJ8507-无钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
125,"2018-10-17 10:36:44",京东出品 值得信赖 非常不错,XJ8507-无钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
126,"2018-10-16 15:00:22",很好  很不错       好好好好好,XJ7305-有钢圈-粉灰,"40B/90B",京东,灰色,"90",B
127,"2018-10-16 14:59:25",很好，很不错，一下子买了三件 很不错,XJ7305-有钢圈-中国红,"40B/90B",京东,红色,"90",B
128,"2018-10-15 23:51:27",已经到手了，评价的话很不错，质量不错。,XJ8507-无钢圈-粉灰,"34C/75C",京东,灰色,"75",C
129,"2018-10-15 19:39:33",拿回来就试了一下，很舒服，刚洗了一下，不错不错不错,XJ7305-有钢圈-黑色,"38D/85D",京东,黑色,"85",D
130,"2018-10-15 14:35:40",买了三个内裤，三个内衣，都很满意，喜欢喜欢,XJ8507-无钢圈-牙白色,"36B/80B",京东,白色,"80",B
131,"2018-10-18 17:32:38",不过,XJ8501-无钢圈-棕色,"40B/90B",京东,棕色,"90",B
132,"2018-10-18 17:28:24",不错,XJ8507-无钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
133,"2018-10-18 07:58:12",大品牌，颜色好看，做工精细，值得购买,XJ7305-有钢圈-风悦灰,"36C/80C",京东,灰色,"80",C
134,"2018-10-18 07:15:47",样子好看，颜色也漂亮，穿着舒服，价格也还公道。,XJ7305-有钢圈-风悦灰,"34C/75C",京东,灰色,"75",C
135,"2018-10-17 22:19:51",质量很好，面料舒服,XJ7305-有钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
136,"2018-10-17 22:19:24",穿着舒服，,XJ7305-有钢圈-棕色,"38C/85C",京东,棕色,"85",C
137,"2018-10-17 19:49:11",性价比高，还不错，就是有点厚。,XJ7305-有钢圈-黑色,"34D/75D",京东,黑色,"75",D
138,"2018-10-17 19:48:47",性价比高，还不错，就是有点厚。,XJ7305-有钢圈-棕色,"34D/75D",京东,棕色,"75",D
139,"2018-10-17 16:12:39",活动时买的，价格超实惠~,XJ7305-有钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
140,"2018-10-17 13:29:20",内衣穿着舒服，,XJ7305-有钢圈-棕色,"40D/90D",京东,棕色,"90",D
141,"2018-10-19 14:56:14",款式好看，不勒背，收副乳效果很好，肩带也宽。,XJ7305-有钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
142,"2018-10-19 14:56:05",款式好看，不勒背，收副乳效果很好，肩带也宽。,XJ7305-有钢圈-棕色,"38B/85B",京东,棕色,"85",B
143,"2018-10-19 14:55:52",款式好看，不勒背，收副乳效果很好，肩带也宽。,XJ7305-有钢圈-中国红,"38B/85B",京东,红色,"85",B
144,"2018-10-18 23:15:33",尺码很正，款式简洁，好看,XJ7305-有钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
145,"2018-10-18 23:13:58",侧收效果不好,XJ7305-有钢圈-粉灰,"40C/90C",京东,灰色,"90",C
146,"2018-10-18 23:13:46",码子偏大，侧收效果不好,XJ7305-有钢圈-粉灰,"38C/85C",京东,灰色,"85",C
147,"2018-10-18 23:01:47",还不错聚拢效果好，就是有点厚了,XJ7305-有钢圈-风悦灰,"36C/80C",京东,灰色,"80",C
148,"2018-10-18 17:33:33",质量还可以 ，用起来不错,XJ7305-有钢圈-粉灰,"38B/85B",京东,灰色,"85",B
149,"2018-10-18 17:33:28",质量还可以 ，用起来不错,XJ7305-有钢圈-黑色,"40B/90B",京东,黑色,"90",B
150,"2018-10-18 17:33:22",质量还可以 ，用起来不错,XJ8507-无钢圈-风悦灰,"40B/90B",京东,灰色,"90",B
151,"2018-10-22 12:39:33",没得想象中的那么好呀 感觉一般般啦    价格也不怎么美丽,XJ8501-无钢圈-风悦灰,"36D/80D",京东,灰色,"80",D
152,"2018-10-20 22:39:31",价格便宜，东西好，物流快，快递小哥态度好。,XJ7305-有钢圈-粉灰,"36B/80B",京东,灰色,"80",B
153,"2018-10-20 21:57:46",质量可以，不错的选择,XJ8507-无钢圈-黑色,"36C/80C",京东,黑色,"80",C
154,"2018-10-20 18:27:53",聚拢效果很好，款式也不错，舒服,XJ7305-有钢圈-中国红,"36C/80C",京东,红色,"80",C
155,"2018-10-20 18:27:07",聚拢效果非常好，穿着很舒服,XJ7305-有钢圈-牙白色,"36C/80C",京东,白色,"80",C
156,"2018-10-20 14:19:26",颜色还可以吧！没有色差，就是摸上去感觉不是很棉的，可能就和详情里介绍的面料款型的不同吧，但是买的5件文胸都是不是很棉的，这就说明网上的便宜是由面料来说话的，实体店里的贵，料子是看的见摸得着的，做活动下来100多一点，可能也就值这个价吧！,XJ7305-有钢圈-风悦灰,"34D/75D",京东,灰色,"75",D
157,"2018-10-20 14:18:23",没有色差，就是摸上去感觉不是很棉的，可能就和详情里介绍的面料款型的不同吧，但是买的5件文胸都是不是很棉的，这就说明网上的便宜是由面料来说话的，实体店里的贵，料子是看的见摸得着的，做活动下来100多一点，可能也就值这个价吧！,XJ7305-有钢圈-粉灰,"34D/75D",京东,灰色,"75",D
158,"2018-10-20 13:14:27",大品牌就是好，料子很舒服,XJ7305-有钢圈-风悦灰,"38B/85B",京东,灰色,"85",B
159,"2018-10-20 11:26:33",不同颜色同一尺寸，大小正合适，又赶上优惠，觉得很值,XJ7305-有钢圈-风悦灰,"40B/90B",京东,灰色,"90",B
160,"2018-10-20 11:24:57",买了不同颜色的，大小正合适，又赶上优惠，觉得很值,XJ7305-有钢圈-棕色,"40B/90B",京东,棕色,"90",B
161,"2018-10-09 20:14:47",无钢圈内衣偏大，很多。换货态度差，不积极对应。,XJ8507-无钢圈-风悦灰,"38C/85C",京东,灰色,"85",C
162,"2018-02-06 20:07:40",居然发邮政，同一个市内快递了3天，真是服了,粉灰,"34C/75C",京东,灰色,"75",C
163,"2018-08-28 18:58:33",不行，感觉不像正品,XJ7305-有钢圈-黑色,"34B/75B",京东,黑色,"75",B
164,"2018-02-26 10:51:51",不好穿，收腹效果太差,粉灰,"36B/80B",京东,灰色,"80",B
165,"2018-06-12 09:44:06",有点旧 型有点变,粉灰,"36D/80D",京东,灰色,"80",D
166,"2018-07-23 11:21:36",发错货了还。,XJ8507-有钢圈-牙白色,"36D/80D",京东,白色,"80",D
167,"2018-06-22 00:08:22",买了两件，拍同一个号，两件大小差的不是一点点大呀，给人一种不正规的感觉，差评,风悦灰,"34D/75D",京东,灰色,"75",D
168,"2017-11-17 21:45:21",差评，售后骗我要换的货没有了，明明就有，我要投诉！,粉灰,"38B/85B",京东,灰色,"85",B
169,"2017-11-16 19:53:52",差评,风悦灰,"38C/85C",京东,灰色,"85",C
170,"2018-10-24 17:05:50",京东东西挺好的，一直在京东上买东西，好评！！！,XJ7305-有钢圈-风悦灰,"38E/85E",京东,灰色,"85",E
171,"2018-08-15 10:30:18",其他都好，就是有一股臭味，洗完晒干还是有一股浓浓的味道，买了都不敢穿了。,XJ8501-无钢圈-棕色,"34C/75C",京东,棕色,"75",C
172,"2018-05-16 20:02:13",这款适合大胸吧，小胸容易空杯，跟价格不成比例，这次买的都不太满意,风悦灰,"34B/75B",京东,灰色,"75",B
173,"2018-02-10 17:54:07",你们的东西都这样吗？ 看着就像是用过的一样 而且我的备注是2月14号 你提前几天就送到了 东西又不咋的  还想有以后..只能给差,粉灰,"36D/80D",京东,灰色,"80",D
174,"2017-11-13 08:26:01",东西可以，就是没到货就降价，这水太深了！,风悦灰,"34B/75B",京东,灰色,"75",B
175,"2018-02-04 20:31:26",商品和实际正常买的尺寸差距这么大，根本没法穿，客服处理好像机器人，态度假装很好，其实不看别人说了什么就反复回同样的消息，我真怀疑好评是不是刷出来的，呵呵，这么多的的网购，最让人无语差劲的一次。,黑色,"38C/85C",京东,黑色,"85",C
176,"2018-08-03 20:40:17",客服十分垃圾。买的带钢圈的里面没有。质量有问题。而且买的另外三个有一个洗过一次蕾丝上都是毛毛。上身太胖的不要买。下面变形而且累着腰喘不过气,XJ8507-有钢圈-风悦灰,"38D/85D",京东,灰色,"85",D
